"age","-","state","-","kind","-",deaths,population,-
"15-24 years","15-24","California","06","Non-Injury: Other diseases of respiratory system","GR113-089",12,5180973,Unreliable
"15-24 years","15-24","California","06","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",72,5180973,1.4
"15-24 years","15-24","California","06","Other Pedestrian","GRINJ-010",15,5180973,Unreliable
"15-24 years","15-24","California","06","Other land transport","GRINJ-011",28,5180973,0.5
"15-24 years","15-24","California","06","Other specified, classifiable Injury","GRINJ-018",44,5180973,0.8
"15-24 years","15-24","California","06","Poisoning","GRINJ-015",572,5180973,11.0
"15-24 years","15-24","California","06","Suffocation","GRINJ-017",221,5180973,4.3
"15-24 years","15-24","California","06","Unspecified Injury","GRINJ-020",13,5180973,Unreliable
"15-24 years","15-24","Colorado","08","Fall","GRINJ-003",10,743213,Unreliable
"15-24 years","15-24","Colorado","08","Firearm","GRINJ-006",149,743213,20.0
"15-24 years","15-24","Colorado","08","Motor Vehicle Traffic","GRINJ-008",106,743213,14.3
"15-24 years","15-24","Colorado","08","Non-Injury: All other diseases (Residual)","GR113-111",30,743213,4.0
"15-24 years","15-24","Colorado","08","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",10,743213,Unreliable
"15-24 years","15-24","Colorado","08","Non-Injury: Diseases of Heart","GR113 055-068",10,743213,Unreliable
"15-24 years","15-24","Colorado","08","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",22,743213,3.0
"15-24 years","15-24","Colorado","08","Poisoning","GRINJ-015",108,743213,14.5
"15-24 years","15-24","Colorado","08","Suffocation","GRINJ-017",73,743213,9.8
"15-24 years","15-24","Connecticut","09","Firearm","GRINJ-006",26,478803,5.4
"15-24 years","15-24","Connecticut","09","Motor Vehicle Traffic","GRINJ-008",47,478803,9.8
"15-24 years","15-24","Connecticut","09","Non-Injury: All other diseases (Residual)","GR113-111",14,478803,Unreliable
"15-24 years","15-24","Connecticut","09","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",13,478803,Unreliable
"15-24 years","15-24","Connecticut","09","Poisoning","GRINJ-015",72,478803,15.0
"15-24 years","15-24","Connecticut","09","Suffocation","GRINJ-017",29,478803,6.1
"15-24 years","15-24","Delaware","10","Firearm","GRINJ-006",19,117372,Unreliable
"15-24 years","15-24","Delaware","10","Motor Vehicle Traffic","GRINJ-008",23,117372,19.6
"15-24 years","15-24","Delaware","10","Poisoning","GRINJ-015",24,117372,20.4
"25-34 years","25-34","Alaska","02","Firearm","GRINJ-006",44,117588,37.4
"25-34 years","25-34","Alaska","02","Motor Vehicle Traffic","GRINJ-008",12,117588,Unreliable
"25-34 years","25-34","Alaska","02","Non-Injury: All other diseases (Residual)","GR113-111",17,117588,Unreliable
"25-34 years","25-34","Alaska","02","Non-Injury: Diseases of Heart","GR113 055-068",11,117588,Unreliable
"25-34 years","25-34","Alaska","02","Poisoning","GRINJ-015",58,117588,49.3
"25-34 years","25-34","Alaska","02","Suffocation","GRINJ-017",23,117588,19.6
"25-34 years","25-34","Arizona","04","Cut/Pierce","GRINJ-001",11,1007093,Unreliable
"25-34 years","25-34","Arizona","04","Drowning","GRINJ-002",15,1007093,Unreliable
"25-34 years","25-34","Arizona","04","Fall","GRINJ-003",12,1007093,Unreliable
"25-34 years","25-34","Arizona","04","Firearm","GRINJ-006",228,1007093,22.6
"25-34 years","25-34","Arizona","04","Motor Vehicle Traffic","GRINJ-008",152,1007093,15.1
"25-34 years","25-34","Arizona","04","Non-Injury: All other diseases (Residual)","GR113-111",145,1007093,14.4
"25-34 years","25-34","Arizona","04","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",18,1007093,Unreliable
"25-34 years","25-34","Arizona","04","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",54,1007093,5.4
"25-34 years","25-34","Arizona","04","Non-Injury: Chronic lower respiratory diseases","GR113 082",11,1007093,Unreliable
"25-34 years","25-34","Arizona","04","Non-Injury: Diabetes mellitus","GR113-046",16,1007093,Unreliable
"25-34 years","25-34","Arizona","04","Non-Injury: Diseases of Heart","GR113 055-068",66,1007093,6.6
"25-34 years","25-34","Arizona","04","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",79,1007093,7.8
"25-34 years","25-34","Arizona","04","Non-Injury: Other complications of pregnancy, childbirth and the puerperium","GR113-107",15,1007093,Unreliable
"25-34 years","25-34","Arizona","04","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",17,1007093,Unreliable
"25-34 years","25-34","Arizona","04","Poisoning","GRINJ-015",425,1007093,42.2
"25-34 years","25-34","Arizona","04","Suffocation","GRINJ-017",106,1007093,10.5
"25-34 years","25-34","Arizona","04","Unspecified Injury","GRINJ-020",13,1007093,Unreliable
"25-34 years","25-34","Arkansas","05","Firearm","GRINJ-006",107,396868,27.0
"25-34 years","25-34","Arkansas","05","Motor Vehicle Traffic","GRINJ-008",84,396868,21.2
"25-34 years","25-34","Arkansas","05","Non-Injury: All other diseases (Residual)","GR113-111",37,396868,9.3
"25-34 years","25-34","Arkansas","05","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",12,396868,Unreliable
"25-34 years","25-34","Arkansas","05","Non-Injury: Diabetes mellitus","GR113-046",12,396868,Unreliable
"25-34 years","25-34","Arkansas","05","Non-Injury: Diseases of Heart","GR113 055-068",40,396868,10.1
"25-34 years","25-34","Arkansas","05","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",26,396868,6.6
"25-34 years","25-34","Arkansas","05","Poisoning","GRINJ-015",96,396868,24.2
"25-34 years","25-34","Arkansas","05","Suffocation","GRINJ-017",40,396868,10.1
"25-34 years","25-34","California","06","Cut/Pierce","GRINJ-001",85,6052952,1.4
"25-34 years","25-34","California","06","Drowning","GRINJ-002",78,6052952,1.3
"25-34 years","25-34","California","06","Fall","GRINJ-003",95,6052952,1.6
"25-34 years","25-34","California","06","Fire/Flame","GRINJ-004",17,6052952,Unreliable
"25-34 years","25-34","California","06","Firearm","GRINJ-006",620,6052952,10.2
"25-34 years","25-34","California","06","Motor Vehicle Traffic","GRINJ-008",799,6052952,13.2
"25-34 years","25-34","California","06","Non-Injury: All other diseases (Residual)","GR113-111",502,6052952,8.3
"25-34 years","25-34","California","06","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",77,6052952,1.3
"25-34 years","25-34","California","06","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",189,6052952,3.1
"25-34 years","25-34","California","06","Non-Injury: Chronic lower respiratory diseases","GR113 082",29,6052952,0.5
"25-34 years","25-34","California","06","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",54,6052952,0.9
"25-34 years","25-34","California","06","Non-Injury: Diabetes mellitus","GR113-046",91,6052952,1.5
"25-34 years","25-34","California","06","Non-Injury: Diseases of Heart","GR113 055-068",315,6052952,5.2
"25-34 years","25-34","California","06","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",14,6052952,Unreliable
"25-34 years","25-34","California","06","Non-Injury: Human immunodeficiency virus (HIV) disease","GR113-016",48,6052952,0.8
"25-34 years","25-34","California","06","Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior","GR113-044",14,6052952,Unreliable
"25-34 years","25-34","California","06","Non-Injury: Influenza & Pneumonia","GR113 077-078",42,6052952,0.7
"25-34 years","25-34","California","06","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",501,6052952,8.3
"25-34 years","25-34","California","06","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",19,6052952,Unreliable
"25-34 years","25-34","California","06","Non-Injury: Other complications of pregnancy, childbirth and the puerperium","GR113-107",28,6052952,0.5
"25-34 years","25-34","California","06","Non-Injury: Other diseases of respiratory system","GR113-089",26,6052952,0.4
"25-34 years","25-34","California","06","Non-Injury: Other diseases of the circulatory system","GR113 073-074",20,6052952,0.3
"25-34 years","25-34","California","06","Non-Injury: Other disorders of circulatory system","GR113-075",18,6052952,Unreliable
"25-34 years","25-34","California","06","Non-Injury: Septicemia","GR113-010",21,6052952,0.3
"25-34 years","25-34","California","06","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",127,6052952,2.1
"25-34 years","25-34","California","06","Other Pedestrian","GRINJ-010",28,6052952,0.5
"25-34 years","25-34","California","06","Other land transport","GRINJ-011",30,6052952,0.5
"25-34 years","25-34","California","06","Other specified, classifiable Injury","GRINJ-018",63,6052952,1.0
"25-34 years","25-34","California","06","Other specified, not elsewhere classified Injury","GRINJ-019",20,6052952,0.3
"25-34 years","25-34","California","06","Other transport","GRINJ-012",16,6052952,Unreliable
"25-34 years","25-34","California","06","Poisoning","GRINJ-015",1239,6052952,20.5
"25-34 years","25-34","California","06","Struck by or against","GRINJ-016",17,6052952,Unreliable
"25-34 years","25-34","California","06","Suffocation","GRINJ-017",381,6052952,6.3
"25-34 years","25-34","California","06","Unspecified Injury","GRINJ-020",29,6052952,0.5
"25-34 years","25-34","Colorado","08","Cut/Pierce","GRINJ-001",11,913354,Unreliable
"25-34 years","25-34","Colorado","08","Drowning","GRINJ-002",10,913354,Unreliable
"25-34 years","25-34","Colorado","08","Fall","GRINJ-003",16,913354,Unreliable
"25-34 years","25-34","Colorado","08","Firearm","GRINJ-006",164,913354,18.0
"25-34 years","25-34","Colorado","08","Motor Vehicle Traffic","GRINJ-008",115,913354,12.6
"25-34 years","25-34","Colorado","08","Non-Injury: All other diseases (Residual)","GR113-111",102,913354,11.2
"25-34 years","25-34","Colorado","08","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",43,913354,4.7
"25-34 years","25-34","Colorado","08","Non-Injury: Diseases of Heart","GR113 055-068",47,913354,5.1
"25-34 years","25-34","Colorado","08","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",53,913354,5.8
"25-34 years","25-34","Colorado","08","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",10,913354,Unreliable
"25-34 years","25-34","Colorado","08","Other land transport","GRINJ-011",10,913354,Unreliable
"25-34 years","25-34","Colorado","08","Other specified, classifiable Injury","GRINJ-018",10,913354,Unreliable
"25-34 years","25-34","Colorado","08","Poisoning","GRINJ-015",298,913354,32.6
"25-34 years","25-34","Colorado","08","Suffocation","GRINJ-017",106,913354,11.6
"25-34 years","25-34","Connecticut","09","Fall","GRINJ-003",11,448029,Unreliable
"25-34 years","25-34","Connecticut","09","Firearm","GRINJ-006",43,448029,9.6
"25-34 years","25-34","Connecticut","09","Motor Vehicle Traffic","GRINJ-008",43,448029,9.6
"25-34 years","25-34","Connecticut","09","Non-Injury: All other diseases (Residual)","GR113-111",55,448029,12.3
"25-34 years","25-34","Connecticut","09","Non-Injury: Diseases of Heart","GR113 055-068",27,448029,6.0
"25-34 years","25-34","Connecticut","09","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",23,448029,5.1
"25-34 years","25-34","Connecticut","09","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",13,448029,Unreliable
"25-34 years","25-34","Connecticut","09","Poisoning","GRINJ-015",270,448029,60.3
"25-34 years","25-34","Connecticut","09","Suffocation","GRINJ-017",32,448029,7.1
"25-34 years","25-34","Delaware","10","Firearm","GRINJ-006",17,129080,Unreliable
"25-34 years","25-34","Delaware","10","Motor Vehicle Traffic","GRINJ-008",22,129080,17.0
"25-34 years","25-34","Delaware","10","Non-Injury: All other diseases (Residual)","GR113-111",13,129080,Unreliable
"25-34 years","25-34","Delaware","10","Non-Injury: Diseases of Heart","GR113 055-068",10,129080,Unreliable
"25-34 years","25-34","Delaware","10","Poisoning","GRINJ-015",146,129080,113.1
"35-44 years","35-44","Alaska","02","Firearm","GRINJ-006",28,95765,29.2
"35-44 years","35-44","Alaska","02","Non-Injury: All other diseases (Residual)","GR113-111",14,95765,Unreliable
"35-44 years","35-44","Alaska","02","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",10,95765,Unreliable
"35-44 years","35-44","Alaska","02","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",21,95765,21.9
"35-44 years","35-44","Alaska","02","Non-Injury: Diseases of Heart","GR113 055-068",25,95765,26.1
"35-44 years","35-44","Alaska","02","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",16,95765,Unreliable
"35-44 years","35-44","Alaska","02","Poisoning","GRINJ-015",44,95765,45.9
"35-44 years","35-44","Alaska","02","Suffocation","GRINJ-017",14,95765,Unreliable
"35-44 years","35-44","Arizona","04","Cut/Pierce","GRINJ-001",13,896027,Unreliable
"35-44 years","35-44","Arizona","04","Fall","GRINJ-003",17,896027,Unreliable
"35-44 years","35-44","Arizona","04","Firearm","GRINJ-006",163,896027,18.2
"35-44 years","35-44","Arizona","04","Motor Vehicle Traffic","GRINJ-008",140,896027,15.6
"35-44 years","35-44","Arizona","04","Natural/Environmental","GRINJ-013",18,896027,Unreliable
"35-44 years","35-44","Arizona","04","Non-Injury: All other diseases (Residual)","GR113-111",206,896027,23.0
"35-44 years","35-44","Arizona","04","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",28,896027,3.1
"35-44 years","35-44","Arizona","04","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",127,896027,14.2
"35-44 years","35-44","Arizona","04","Non-Injury: Chronic lower respiratory diseases","GR113 082",16,896027,Unreliable
"35-44 years","35-44","Arizona","04","Non-Injury: Diabetes mellitus","GR113-046",76,896027,8.5
"35-44 years","35-44","Arizona","04","Non-Injury: Diseases of Heart","GR113 055-068",180,896027,20.1
"35-44 years","35-44","Arizona","04","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",21,896027,2.3
"35-44 years","35-44","Arizona","04","Non-Injury: Human immunodeficiency virus (HIV) disease","GR113-016",13,896027,Unreliable
"35-44 years","35-44","Arizona","04","Non-Injury: Influenza & Pneumonia","GR113 077-078",24,896027,2.7
"35-44 years","35-44","Arizona","04","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",214,896027,23.9
"35-44 years","35-44","Arizona","04","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",11,896027,Unreliable
"35-44 years","35-44","Arizona","04","Non-Injury: Other complications of pregnancy, childbirth and the puerperium","GR113-107",16,896027,Unreliable
"35-44 years","35-44","Arizona","04","Non-Injury: Other diseases of respiratory system","GR113-089",11,896027,Unreliable
"35-44 years","35-44","Arizona","04","Non-Injury: Other diseases of the circulatory system","GR113 073-074",14,896027,Unreliable
"35-44 years","35-44","Arizona","04","Non-Injury: Septicemia","GR113-010",10,896027,Unreliable
"35-44 years","35-44","Arizona","04","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",19,896027,Unreliable
"35-44 years","35-44","Arizona","04","Other specified, classifiable Injury","GRINJ-018",13,896027,Unreliable
"35-44 years","35-44","Arizona","04","Poisoning","GRINJ-015",428,896027,47.8
"35-44 years","35-44","Arizona","04","Suffocation","GRINJ-017",55,896027,6.1
"35-44 years","35-44","Arizona","04","Unspecified Injury","GRINJ-020",17,896027,Unreliable
"35-44 years","35-44","Arkansas","05","Firearm","GRINJ-006",102,370263,27.5
"35-44 years","35-44","Arkansas","05","Motor Vehicle Traffic","GRINJ-008",85,370263,23.0
"35-44 years","35-44","Arkansas","05","Non-Injury: All other diseases (Residual)","GR113-111",95,370263,25.7
"35-44 years","35-44","Arkansas","05","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",25,370263,6.8
"35-44 years","35-44","Arkansas","05","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",39,370263,10.5
"35-44 years","35-44","Arkansas","05","Non-Injury: Chronic lower respiratory diseases","GR113 082",18,370263,Unreliable
"35-44 years","35-44","Arkansas","05","Non-Injury: Diabetes mellitus","GR113-046",33,370263,8.9
