"state","-","age","-","kind","-",deaths,population,-
"South Carolina","45","35-44 years","35-44","Non-Injury, no intent classified","9",931,620504,150.0
"South Carolina","45","45-54 years","45-54","Unintentional","1",468,640607,73.1
"South Carolina","45","45-54 years","45-54","Suicide","2",144,640607,22.5
"South Carolina","45","45-54 years","45-54","Homicide","3",59,640607,9.2
"South Carolina","45","45-54 years","45-54","Non-Injury, no intent classified","9",2547,640607,397.6
"South Carolina","45","55-64 years","55-64","Unintentional","1",491,689144,71.2
"South Carolina","45","55-64 years","55-64","Suicide","2",136,689144,19.7
"South Carolina","45","55-64 years","55-64","Homicide","3",36,689144,5.2
"South Carolina","45","55-64 years","55-64","Non-Injury, no intent classified","9",6735,689144,977.3
"South Carolina","45","65-74 years","65-74","Unintentional","1",338,570600,59.2
"South Carolina","45","65-74 years","65-74","Suicide","2",86,570600,15.1
"South Carolina","45","65-74 years","65-74","Homicide","3",16,570600,Unreliable
"South Carolina","45","65-74 years","65-74","Non-Injury, no intent classified","9",10486,570600,1837.7
"South Carolina","45","75-84 years","75-84","Unintentional","1",341,275013,124.0
"South Carolina","45","75-84 years","75-84","Suicide","2",62,275013,22.5
"South Carolina","45","75-84 years","75-84","Non-Injury, no intent classified","9",12384,275013,4503.1
"South Carolina","45","85+ years","85+","Unintentional","1",382,91410,417.9
"South Carolina","45","85+ years","85+","Suicide","2",18,91410,Unreliable
"South Carolina","45","85+ years","85+","Non-Injury, no intent classified","9",12195,91410,13341.0
"South Dakota","46","< 1 year","1","Unintentional","1",10,11985,Unreliable
"South Dakota","46","< 1 year","1","Non-Injury, no intent classified","9",69,11985,575.7
"South Dakota","46","15-24 years","15-24","Unintentional","1",45,116664,38.6
"South Dakota","46","15-24 years","15-24","Suicide","2",43,116664,36.9
"South Dakota","46","15-24 years","15-24","Non-Injury, no intent classified","9",22,116664,18.9
"South Dakota","46","25-34 years","25-34","Unintentional","1",59,115064,51.3
"South Dakota","46","25-34 years","25-34","Suicide","2",38,115064,33.0
"South Dakota","46","25-34 years","25-34","Non-Injury, no intent classified","9",59,115064,51.3
"South Dakota","46","35-44 years","35-44","Unintentional","1",55,105864,52.0
"South Dakota","46","35-44 years","35-44","Suicide","2",23,105864,21.7
"South Dakota","46","35-44 years","35-44","Non-Injury, no intent classified","9",148,105864,139.8
"South Dakota","46","45-54 years","45-54","Unintentional","1",44,94865,46.4
"South Dakota","46","45-54 years","45-54","Suicide","2",26,94865,27.4
"South Dakota","46","45-54 years","45-54","Non-Injury, no intent classified","9",317,94865,334.2
"South Dakota","46","55-64 years","55-64","Unintentional","1",67,117498,57.0
"South Dakota","46","55-64 years","55-64","Suicide","2",25,117498,21.3
"South Dakota","46","55-64 years","55-64","Non-Injury, no intent classified","9",879,117498,748.1
"South Dakota","46","65-74 years","65-74","Unintentional","1",38,89216,42.6
"South Dakota","46","65-74 years","65-74","Suicide","2",17,89216,Unreliable
"South Dakota","46","65-74 years","65-74","Non-Injury, no intent classified","9",1388,89216,1555.8
"South Dakota","46","75-84 years","75-84","Unintentional","1",60,41670,144.0
"South Dakota","46","75-84 years","75-84","Non-Injury, no intent classified","9",1867,41670,4480.4
"South Dakota","46","85+ years","85+","Unintentional","1",124,20985,590.9
"South Dakota","46","85+ years","85+","Non-Injury, no intent classified","9",2766,20985,13180.8
"Tennessee","47","< 1 year","1","Unintentional","1",35,79775,43.9
"Tennessee","47","< 1 year","1","Non-Injury, no intent classified","9",516,79775,646.8
"Tennessee","47","1-4 years","1-4","Unintentional","1",31,328830,9.4
"Tennessee","47","1-4 years","1-4","Non-Injury, no intent classified","9",47,328830,14.3
"Tennessee","47","5-14 years","5-14","Unintentional","1",39,844681,4.6
"Tennessee","47","5-14 years","5-14","Suicide","2",15,844681,Unreliable
"Tennessee","47","5-14 years","5-14","Non-Injury, no intent classified","9",79,844681,9.4
"Tennessee","47","15-24 years","15-24","Unintentional","1",349,869205,40.2
"Tennessee","47","15-24 years","15-24","Suicide","2",135,869205,15.5
"Tennessee","47","15-24 years","15-24","Homicide","3",150,869205,17.3
"Tennessee","47","15-24 years","15-24","Undetermined ","4",10,869205,Unreliable
"Tennessee","47","15-24 years","15-24","Non-Injury, no intent classified","9",190,869205,21.9
"Tennessee","47","25-34 years","25-34","Unintentional","1",759,949656,79.9
"Tennessee","47","25-34 years","25-34","Suicide","2",198,949656,20.8
"Tennessee","47","25-34 years","25-34","Homicide","3",166,949656,17.5
"Tennessee","47","25-34 years","25-34","Non-Injury, no intent classified","9",522,949656,55.0
"Tennessee","47","35-44 years","35-44","Unintentional","1",691,847658,81.5
"Tennessee","47","35-44 years","35-44","Suicide","2",209,847658,24.7
"Tennessee","47","35-44 years","35-44","Homicide","3",121,847658,14.3
"Tennessee","47","35-44 years","35-44","Undetermined ","4",27,847658,3.2
"Tennessee","47","35-44 years","35-44","Non-Injury, no intent classified","9",1312,847658,154.8
"Tennessee","47","45-54 years","45-54","Unintentional","1",768,871279,88.1
"Tennessee","47","45-54 years","45-54","Suicide","2",202,871279,23.2
"Tennessee","47","45-54 years","45-54","Homicide","3",60,871279,6.9
"Tennessee","47","45-54 years","45-54","Undetermined ","4",27,871279,3.1
"Tennessee","47","45-54 years","45-54","Non-Injury, no intent classified","9",3862,871279,443.3
"Tennessee","47","55-64 years","55-64","Unintentional","1",717,894697,80.1
"Tennessee","47","55-64 years","55-64","Suicide","2",201,894697,22.5
"Tennessee","47","55-64 years","55-64","Homicide","3",45,894697,5.0
"Tennessee","47","55-64 years","55-64","Undetermined ","4",16,894697,Unreliable
"Tennessee","47","55-64 years","55-64","Non-Injury, no intent classified","9",9849,894697,1100.8
"Tennessee","47","65-74 years","65-74","Unintentional","1",467,681396,68.5
"Tennessee","47","65-74 years","65-74","Suicide","2",146,681396,21.4
"Tennessee","47","65-74 years","65-74","Homicide","3",25,681396,3.7
"Tennessee","47","65-74 years","65-74","Non-Injury, no intent classified","9",14624,681396,2146.2
"Tennessee","47","75-84 years","75-84","Unintentional","1",463,340228,136.1
"Tennessee","47","75-84 years","75-84","Suicide","2",91,340228,26.7
"Tennessee","47","75-84 years","75-84","Non-Injury, no intent classified","9",17092,340228,5023.7
"Tennessee","47","85+ years","85+","Unintentional","1",537,121769,441.0
"Tennessee","47","85+ years","85+","Suicide","2",22,121769,18.1
"Tennessee","47","85+ years","85+","Non-Injury, no intent classified","9",17045,121769,13997.8
"Texas","48","< 1 year","1","Unintentional","1",87,377806,23.0
"Texas","48","< 1 year","1","Homicide","3",23,377806,6.1
"Texas","48","< 1 year","1","Non-Injury, no intent classified","9",1961,377806,519.0
"Texas","48","1-4 years","1-4","Unintentional","1",154,1613085,9.5
"Texas","48","1-4 years","1-4","Homicide","3",36,1613085,2.2
"Texas","48","1-4 years","1-4","Non-Injury, no intent classified","9",224,1613085,13.9
"Texas","48","5-14 years","5-14","Unintentional","1",174,4166702,4.2
"Texas","48","5-14 years","5-14","Suicide","2",57,4166702,1.4
"Texas","48","5-14 years","5-14","Homicide","3",29,4166702,0.7
"Texas","48","5-14 years","5-14","Non-Injury, no intent classified","9",308,4166702,7.4
"Texas","48","15-24 years","15-24","Unintentional","1",1056,4055517,26.0
"Texas","48","15-24 years","15-24","Suicide","2",615,4055517,15.2
"Texas","48","15-24 years","15-24","Homicide","3",431,4055517,10.6
"Texas","48","15-24 years","15-24","Undetermined ","4",24,4055517,0.6
"Texas","48","15-24 years","15-24","Legal Intervention / Operations of War","5",11,4055517,Unreliable
"Texas","48","15-24 years","15-24","Non-Injury, no intent classified","9",735,4055517,18.1
"Texas","48","25-34 years","25-34","Unintentional","1",1585,4276763,37.1
"Texas","48","25-34 years","25-34","Suicide","2",717,4276763,16.8
"Texas","48","25-34 years","25-34","Homicide","3",421,4276763,9.8
"Texas","48","25-34 years","25-34","Undetermined ","4",40,4276763,0.9
"Texas","48","25-34 years","25-34","Legal Intervention / Operations of War","5",19,4276763,Unreliable
"Texas","48","25-34 years","25-34","Non-Injury, no intent classified","9",1754,4276763,41.0
"Texas","48","35-44 years","35-44","Unintentional","1",1495,3942439,37.9
"Texas","48","35-44 years","35-44","Suicide","2",666,3942439,16.9
"Texas","48","35-44 years","35-44","Homicide","3",325,3942439,8.2
"Texas","48","35-44 years","35-44","Undetermined ","4",54,3942439,1.4
"Texas","48","35-44 years","35-44","Legal Intervention / Operations of War","5",20,3942439,0.5
"Texas","48","35-44 years","35-44","Non-Injury, no intent classified","9",4329,3942439,109.8
"Texas","48","45-54 years","45-54","Unintentional","1",1491,3554098,42.0
"Texas","48","45-54 years","45-54","Suicide","2",617,3554098,17.4
"Texas","48","45-54 years","45-54","Homicide","3",187,3554098,5.3
"Texas","48","45-54 years","45-54","Undetermined ","4",43,3554098,1.2
"Texas","48","45-54 years","45-54","Legal Intervention / Operations of War","5",11,3554098,Unreliable
"Texas","48","45-54 years","45-54","Non-Injury, no intent classified","9",10964,3554098,308.5
"Texas","48","55-64 years","55-64","Unintentional","1",1679,3275242,51.3
"Texas","48","55-64 years","55-64","Suicide","2",586,3275242,17.9
"Texas","48","55-64 years","55-64","Homicide","3",142,3275242,4.3
"Texas","48","55-64 years","55-64","Undetermined ","4",39,3275242,1.2
"Texas","48","55-64 years","55-64","Non-Injury, no intent classified","9",26949,3275242,822.8
"Texas","48","65-74 years","65-74","Unintentional","1",1213,2245028,54.0
"Texas","48","65-74 years","65-74","Suicide","2",360,2245028,16.0
"Texas","48","65-74 years","65-74","Homicide","3",65,2245028,2.9
"Texas","48","65-74 years","65-74","Undetermined ","4",23,2245028,1.0
"Texas","48","65-74 years","65-74","Non-Injury, no intent classified","9",40016,2245028,1782.4
"Texas","48","75-84 years","75-84","Unintentional","1",1187,1080742,109.8
"Texas","48","75-84 years","75-84","Suicide","2",191,1080742,17.7
"Texas","48","75-84 years","75-84","Homicide","3",26,1080742,2.4
"Texas","48","75-84 years","75-84","Undetermined ","4",17,1080742,Unreliable
"Texas","48","75-84 years","75-84","Non-Injury, no intent classified","9",46916,1080742,4341.1
"Texas","48","85+ years","85+","Unintentional","1",1263,408459,309.2
"Texas","48","85+ years","85+","Suicide","2",82,408459,20.1
"Texas","48","85+ years","85+","Non-Injury, no intent classified","9",51900,408459,12706.3
"Utah","49","< 1 year","1","Non-Injury, no intent classified","9",238,48566,490.1
"Utah","49","1-4 years","1-4","Unintentional","1",11,199237,Unreliable
"Utah","49","1-4 years","1-4","Non-Injury, no intent classified","9",34,199237,17.1
"Utah","49","5-14 years","5-14","Unintentional","1",12,526961,Unreliable
"Utah","49","5-14 years","5-14","Suicide","2",10,526961,Unreliable
"Utah","49","5-14 years","5-14","Non-Injury, no intent classified","9",46,526961,8.7
"Utah","49","15-24 years","15-24","Unintentional","1",83,518499,16.0
"Utah","49","15-24 years","15-24","Suicide","2",137,518499,26.4
"Utah","49","15-24 years","15-24","Homicide","3",16,518499,Unreliable
"Utah","49","15-24 years","15-24","Non-Injury, no intent classified","9",78,518499,15.0
"Utah","49","25-34 years","25-34","Unintentional","1",165,471806,35.0
"Utah","49","25-34 years","25-34","Suicide","2",122,471806,25.9
"Utah","49","25-34 years","25-34","Homicide","3",25,471806,5.3
"Utah","49","25-34 years","25-34","Non-Injury, no intent classified","9",187,471806,39.6
"Utah","49","35-44 years","35-44","Unintentional","1",201,443453,45.3
"Utah","49","35-44 years","35-44","Suicide","2",140,443453,31.6
"Utah","49","35-44 years","35-44","Homicide","3",15,443453,Unreliable
"Utah","49","35-44 years","35-44","Undetermined ","4",17,443453,Unreliable
"Utah","49","35-44 years","35-44","Non-Injury, no intent classified","9",390,443453,87.9
"Utah","49","45-54 years","45-54","Unintentional","1",169,328430,51.5
"Utah","49","45-54 years","45-54","Suicide","2",92,328430,28.0
"Utah","49","45-54 years","45-54","Non-Injury, no intent classified","9",724,328430,220.4
"Utah","49","55-64 years","55-64","Unintentional","1",185,303134,61.0
"Utah","49","55-64 years","55-64","Suicide","2",92,303134,30.3
"Utah","49","55-64 years","55-64","Undetermined ","4",11,303134,Unreliable
"Utah","49","55-64 years","55-64","Non-Injury, no intent classified","9",1810,303134,597.1
"Utah","49","65-74 years","65-74","Unintentional","1",123,219466,56.0
"Utah","49","65-74 years","65-74","Suicide","2",29,219466,13.2
"Utah","49","65-74 years","65-74","Non-Injury, no intent classified","9",3056,219466,1392.5
"Utah","49","75-84 years","75-84","Unintentional","1",140,107832,129.8
"Utah","49","75-84 years","75-84","Suicide","2",25,107832,23.2
"Utah","49","75-84 years","75-84","Non-Injury, no intent classified","9",4480,107832,4154.6
"Utah","49","85+ years","85+","Unintentional","1",209,38574,541.8
"Utah","49","85+ years","85+","Non-Injury, no intent classified","9",5582,38574,14470.9
"Vermont","50","< 1 year","1","Non-Injury, no intent classified","9",13,5579,Unreliable
"Vermont","50","15-24 years","15-24","Unintentional","1",18,86646,Unreliable
"Vermont","50","15-24 years","15-24","Suicide","2",11,86646,Unreliable
"Vermont","50","25-34 years","25-34","Unintentional","1",52,74408,69.9
"Vermont","50","25-34 years","25-34","Suicide","2",21,74408,28.2
"Vermont","50","25-34 years","25-34","Non-Injury, no intent classified","9",36,74408,48.4
"Vermont","50","35-44 years","35-44","Unintentional","1",41,71267,57.5
"Vermont","50","35-44 years","35-44","Suicide","2",13,71267,Unreliable
"Vermont","50","35-44 years","35-44","Non-Injury, no intent classified","9",74,71267,103.8
"Vermont","50","45-54 years","45-54","Unintentional","1",41,78051,52.5
"Vermont","50","45-54 years","45-54","Suicide","2",14,78051,Unreliable
"Vermont","50","45-54 years","45-54","Non-Injury, no intent classified","9",214,78051,274.2
"Vermont","50","55-64 years","55-64","Unintentional","1",35,95379,36.7
"Vermont","50","55-64 years","55-64","Suicide","2",22,95379,23.1
"Vermont","50","55-64 years","55-64","Non-Injury, no intent classified","9",664,95379,696.2
"Vermont","50","65-74 years","65-74","Unintentional","1",47,75206,62.5
"Vermont","50","65-74 years","65-74","Suicide","2",18,75206,Unreliable
"Vermont","50","65-74 years","65-74","Non-Injury, no intent classified","9",1143,75206,1519.8
"Vermont","50","75-84 years","75-84","Unintentional","1",49,35396,138.4
"Vermont","50","75-84 years","75-84","Non-Injury, no intent classified","9",1349,35396,3811.2
"Vermont","50","85+ years","85+","Unintentional","1",114,14437,789.6
"Vermont","50","85+ years","85+","Non-Injury, no intent classified","9",1904,14437,13188.3
"Virginia","51","< 1 year","1","Unintentional","1",16,97864,Unreliable
"Virginia","51","< 1 year","1","Homicide","3",11,97864,Unreliable
"Virginia","51","< 1 year","1","Non-Injury, no intent classified","9",540,97864,551.8
"Virginia","51","1-4 years","1-4","Unintentional","1",20,407613,4.9
"Virginia","51","1-4 years","1-4","Non-Injury, no intent classified","9",53,407613,13.0
"Virginia","51","5-14 years","5-14","Unintentional","1",18,1040121,Unreliable
"Virginia","51","5-14 years","5-14","Suicide","2",11,1040121,Unreliable
"Virginia","51","5-14 years","5-14","Non-Injury, no intent classified","9",80,1040121,7.7
"Virginia","51","15-24 years","15-24","Unintentional","1",266,1113447,23.9
"Virginia","51","15-24 years","15-24","Suicide","2",159,1113447,14.3
"Virginia","51","15-24 years","15-24","Homicide","3",120,1113447,10.8
"Virginia","51","15-24 years","15-24","Non-Injury, no intent classified","9",157,1113447,14.1
"Virginia","51","25-34 years","25-34","Unintentional","1",578,1190381,48.6
"Virginia","51","25-34 years","25-34","Suicide","2",198,1190381,16.6
"Virginia","51","25-34 years","25-34","Homicide","3",111,1190381,9.3
"Virginia","51","25-34 years","25-34","Undetermined ","4",11,1190381,Unreliable
"Virginia","51","25-34 years","25-34","Non-Injury, no intent classified","9",459,1190381,38.6
"Virginia","51","35-44 years","35-44","Unintentional","1",535,1112496,48.1
"Virginia","51","35-44 years","35-44","Suicide","2",168,1112496,15.1
"Virginia","51","35-44 years","35-44","Homicide","3",86,1112496,7.7
"Virginia","51","35-44 years","35-44","Undetermined ","4",10,1112496,Unreliable
"Virginia","51","35-44 years","35-44","Non-Injury, no intent classified","9",1099,1112496,98.8
"Virginia","51","45-54 years","45-54","Unintentional","1",501,1100274,45.5
"Virginia","51","45-54 years","45-54","Suicide","2",185,1100274,16.8
"Virginia","51","45-54 years","45-54","Homicide","3",32,1100274,2.9
"Virginia","51","45-54 years","45-54","Non-Injury, no intent classified","9",3102,1100274,281.9
"Virginia","51","55-64 years","55-64","Unintentional","1",553,1114417,49.6
"Virginia","51","55-64 years","55-64","Suicide","2",191,1114417,17.1
"Virginia","51","55-64 years","55-64","Homicide","3",29,1114417,2.6
"Virginia","51","55-64 years","55-64","Non-Injury, no intent classified","9",8590,1114417,770.8
"Virginia","51","65-74 years","65-74","Unintentional","1",432,802291,53.8
"Virginia","51","65-74 years","65-74","Suicide","2",101,802291,12.6
"Virginia","51","65-74 years","65-74","Homicide","3",21,802291,2.6
"Virginia","51","65-74 years","65-74","Non-Injury, no intent classified","9",13367,802291,1666.1
"Virginia","51","75-84 years","75-84","Unintentional","1",476,402130,118.4
"Virginia","51","75-84 years","75-84","Suicide","2",96,402130,23.9
"Virginia","51","75-84 years","75-84","Non-Injury, no intent classified","9",16896,402130,4201.6
"Virginia","51","85+ years","85+","Unintentional","1",599,154485,387.7
"Virginia","51","85+ years","85+","Suicide","2",31,154485,20.1
"Virginia","51","85+ years","85+","Non-Injury, no intent classified","9",20355,154485,13176.0
"Washington","53","< 1 year","1","Unintentional","1",21,88095,23.8
"Washington","53","< 1 year","1","Non-Injury, no intent classified","9",339,88095,384.8
"Washington","53","1-4 years","1-4","Unintentional","1",14,368381,Unreliable
"Washington","53","1-4 years","1-4","Non-Injury, no intent classified","9",45,368381,12.2
"Washington","53","5-14 years","5-14","Unintentional","1",26,935771,2.8
"Washington","53","5-14 years","5-14","Suicide","2",10,935771,Unreliable
"Washington","53","5-14 years","5-14","Non-Injury, no intent classified","9",64,935771,6.8
"Washington","53","15-24 years","15-24","Unintentional","1",227,929322,24.4
"Washington","53","15-24 years","15-24","Suicide","2",150,929322,16.1
"Washington","53","15-24 years","15-24","Homicide","3",54,929322,5.8
"Washington","53","15-24 years","15-24","Non-Injury, no intent classified","9",107,929322,11.5
"Washington","53","25-34 years","25-34","Unintentional","1",420,1172075,35.8
"Washington","53","25-34 years","25-34","Suicide","2",201,1172075,17.1
"Washington","53","25-34 years","25-34","Homicide","3",50,1172075,4.3
"Washington","53","25-34 years","25-34","Undetermined ","4",18,1172075,Unreliable
"Washington","53","25-34 years","25-34","Non-Injury, no intent classified","9",398,1172075,34.0
"Washington","53","35-44 years","35-44","Unintentional","1",384,1028141,37.3
"Washington","53","35-44 years","35-44","Suicide","2",197,1028141,19.2
"Washington","53","35-44 years","35-44","Homicide","3",37,1028141,3.6
"Washington","53","35-44 years","35-44","Undetermined ","4",18,1028141,Unreliable
"Washington","53","35-44 years","35-44","Legal Intervention / Operations of War","5",13,1028141,Unreliable
"Washington","53","35-44 years","35-44","Non-Injury, no intent classified","9",863,1028141,83.9
"Washington","53","45-54 years","45-54","Unintentional","1",398,923777,43.1
"Washington","53","45-54 years","45-54","Suicide","2",223,923777,24.1
"Washington","53","45-54 years","45-54","Homicide","3",39,923777,4.2
"Washington","53","45-54 years","45-54","Undetermined ","4",13,923777,Unreliable
"Washington","53","45-54 years","45-54","Non-Injury, no intent classified","9",2380,923777,257.6
"Washington","53","55-64 years","55-64","Unintentional","1",523,959608,54.5
"Washington","53","55-64 years","55-64","Suicide","2",224,959608,23.3
"Washington","53","55-64 years","55-64","Homicide","3",27,959608,2.8
"Washington","53","55-64 years","55-64","Undetermined ","4",17,959608,Unreliable
"Washington","53","55-64 years","55-64","Non-Injury, no intent classified","9",6556,959608,683.2
"Washington","53","65-74 years","65-74","Unintentional","1",423,735524,57.5
"Washington","53","65-74 years","65-74","Suicide","2",139,735524,18.9
"Washington","53","65-74 years","65-74","Homicide","3",14,735524,Unreliable
"Washington","53","65-74 years","65-74","Undetermined ","4",10,735524,Unreliable
"Washington","53","65-74 years","65-74","Non-Injury, no intent classified","9",11120,735524,1511.8
"Washington","53","75-84 years","75-84","Unintentional","1",434,339621,127.8
"Washington","53","75-84 years","75-84","Suicide","2",87,339621,25.6
"Washington","53","75-84 years","75-84","Non-Injury, no intent classified","9",13512,339621,3978.6
"Washington","53","85+ years","85+","Unintentional","1",699,134578,519.4
"Washington","53","85+ years","85+","Suicide","2",32,134578,23.8
"Washington","53","85+ years","85+","Non-Injury, no intent classified","9",17684,134578,13140.3
"West Virginia","54","< 1 year","1","Non-Injury, no intent classified","9",104,17755,585.8
"West Virginia","54","1-4 years","1-4","Non-Injury, no intent classified","9",12,75270,Unreliable
"West Virginia","54","5-14 years","5-14","Non-Injury, no intent classified","9",13,203472,Unreliable
"West Virginia","54","15-24 years","15-24","Unintentional","1",99,216856,45.7
"West Virginia","54","15-24 years","15-24","Suicide","2",38,216856,17.5
"West Virginia","54","15-24 years","15-24","Homicide","3",16,216856,Unreliable
"West Virginia","54","15-24 years","15-24","Non-Injury, no intent classified","9",43,216856,19.8
"West Virginia","54","25-34 years","25-34","Unintentional","1",273,214004,127.6
"West Virginia","54","25-34 years","25-34","Suicide","2",59,214004,27.6
"West Virginia","54","25-34 years","25-34","Homicide","3",24,214004,11.2
"West Virginia","54","25-34 years","25-34","Undetermined ","4",12,214004,Unreliable
"West Virginia","54","25-34 years","25-34","Non-Injury, no intent classified","9",147,214004,68.7
"West Virginia","54","35-44 years","35-44","Unintentional","1",312,213802,145.9
"West Virginia","54","35-44 years","35-44","Suicide","2",73,213802,34.1
"West Virginia","54","35-44 years","35-44","Homicide","3",22,213802,10.3
"West Virginia","54","35-44 years","35-44","Non-Injury, no intent classified","9",402,213802,188.0
"West Virginia","54","45-54 years","45-54","Unintentional","1",274,229251,119.5
"West Virginia","54","45-54 years","45-54","Suicide","2",44,229251,19.2
"West Virginia","54","45-54 years","45-54","Homicide","3",19,229251,Unreliable
"West Virginia","54","45-54 years","45-54","Non-Injury, no intent classified","9",1096,229251,478.1
"West Virginia","54","55-64 years","55-64","Unintentional","1",237,254726,93.0
"West Virginia","54","55-64 years","55-64","Suicide","2",48,254726,18.8
"West Virginia","54","55-64 years","55-64","Non-Injury, no intent classified","9",3046,254726,1195.8
"West Virginia","54","65-74 years","65-74","Unintentional","1",173,217323,79.6
"West Virginia","54","65-74 years","65-74","Suicide","2",33,217323,15.2
"West Virginia","54","65-74 years","65-74","Non-Injury, no intent classified","9",4803,217323,2210.1
"West Virginia","54","75-84 years","75-84","Unintentional","1",220,109552,200.8
"West Virginia","54","75-84 years","75-84","Suicide","2",22,109552,20.1
"West Virginia","54","75-84 years","75-84","Non-Injury, no intent classified","9",5698,109552,5201.2
"West Virginia","54","85+ years","85+","Unintentional","1",254,40136,632.8
"West Virginia","54","85+ years","85+","Non-Injury, no intent classified","9",5706,40136,14216.7
"Wisconsin","55","< 1 year","1","Unintentional","1",17,63366,Unreliable
"Wisconsin","55","< 1 year","1","Homicide","3",12,63366,Unreliable
"Wisconsin","55","< 1 year","1","Non-Injury, no intent classified","9",342,63366,539.7
"Wisconsin","55","1-4 years","1-4","Unintentional","1",22,267130,8.2
"Wisconsin","55","1-4 years","1-4","Non-Injury, no intent classified","9",42,267130,15.7
"Wisconsin","55","5-14 years","5-14","Unintentional","1",28,714031,3.9
"Wisconsin","55","5-14 years","5-14","Suicide","2",10,714031,Unreliable
"Wisconsin","55","5-14 years","5-14","Non-Injury, no intent classified","9",54,714031,7.6
"Wisconsin","55","15-24 years","15-24","Unintentional","1",194,768140,25.3
"Wisconsin","55","15-24 years","15-24","Suicide","2",112,768140,14.6
"Wisconsin","55","15-24 years","15-24","Homicide","3",49,768140,6.4
"Wisconsin","55","15-24 years","15-24","Non-Injury, no intent classified","9",93,768140,12.1
"Wisconsin","55","25-34 years","25-34","Unintentional","1",386,741222,52.1
"Wisconsin","55","25-34 years","25-34","Suicide","2",124,741222,16.7
"Wisconsin","55","25-34 years","25-34","Homicide","3",51,741222,6.9
"Wisconsin","55","25-34 years","25-34","Undetermined ","4",12,741222,Unreliable
"Wisconsin","55","25-34 years","25-34","Non-Injury, no intent classified","9",286,741222,38.6
"Wisconsin","55","35-44 years","35-44","Unintentional","1",400,713075,56.1
"Wisconsin","55","35-44 years","35-44","Suicide","2",134,713075,18.8
"Wisconsin","55","35-44 years","35-44","Homicide","3",37,713075,5.2
"Wisconsin","55","35-44 years","35-44","Non-Injury, no intent classified","9",698,713075,97.9
"Wisconsin","55","45-54 years","45-54","Unintentional","1",376,715209,52.6
"Wisconsin","55","45-54 years","45-54","Suicide","2",145,715209,20.3
"Wisconsin","55","45-54 years","45-54","Homicide","3",34,715209,4.8
"Wisconsin","55","45-54 years","45-54","Undetermined ","4",11,715209,Unreliable
"Wisconsin","55","45-54 years","45-54","Non-Injury, no intent classified","9",1986,715209,277.7
"Wisconsin","55","55-64 years","55-64","Unintentional","1",495,823018,60.1
"Wisconsin","55","55-64 years","55-64","Suicide","2",155,823018,18.8
"Wisconsin","55","55-64 years","55-64","Homicide","3",17,823018,Unreliable
"Wisconsin","55","55-64 years","55-64","Undetermined ","4",13,823018,Unreliable
"Wisconsin","55","55-64 years","55-64","Non-Injury, no intent classified","9",5634,823018,684.6
"Wisconsin","55","65-74 years","65-74","Unintentional","1",444,594748,74.7
"Wisconsin","55","65-74 years","65-74","Suicide","2",96,594748,16.1
"Wisconsin","55","65-74 years","65-74","Non-Injury, no intent classified","9",9393,594748,1579.3
"Wisconsin","55","75-84 years","75-84","Unintentional","1",589,294186,200.2
"Wisconsin","55","75-84 years","75-84","Suicide","2",48,294186,16.3
"Wisconsin","55","75-84 years","75-84","Non-Injury, no intent classified","9",12576,294186,4274.8
"Wisconsin","55","85+ years","85+","Unintentional","1",1136,128309,885.4
"Wisconsin","55","85+ years","85+","Suicide","2",21,128309,16.4
"Wisconsin","55","85+ years","85+","Non-Injury, no intent classified","9",17852,128309,13913.3
"Wyoming","56","< 1 year","1","Non-Injury, no intent classified","9",39,6572,593.4
"Wyoming","56","15-24 years","15-24","Unintentional","1",30,74590,40.2
"Wyoming","56","15-24 years","15-24","Suicide","2",21,74590,28.2
"Wyoming","56","15-24 years","15-24","Non-Injury, no intent classified","9",11,74590,Unreliable
"Wyoming","56","25-34 years","25-34","Unintentional","1",47,76433,61.5
"Wyoming","56","25-34 years","25-34","Suicide","2",24,76433,31.4
"Wyoming","56","25-34 years","25-34","Non-Injury, no intent classified","9",31,76433,40.6
"Wyoming","56","35-44 years","35-44","Unintentional","1",43,74285,57.9
"Wyoming","56","35-44 years","35-44","Suicide","2",32,74285,43.1
"Wyoming","56","35-44 years","35-44","Non-Injury, no intent classified","9",92,74285,123.8
"Wyoming","56","45-54 years","45-54","Unintentional","1",46,63853,72.0
"Wyoming","56","45-54 years","45-54","Suicide","2",27,63853,42.3
"Wyoming","56","45-54 years","45-54","Non-Injury, no intent classified","9",204,63853,319.5
"Wyoming","56","55-64 years","55-64","Unintentional","1",48,78754,60.9
"Wyoming","56","55-64 years","55-64","Suicide","2",27,78754,34.3
"Wyoming","56","55-64 years","55-64","Non-Injury, no intent classified","9",594,78754,754.2
"Wyoming","56","65-74 years","65-74","Unintentional","1",39,60590,64.4
"Wyoming","56","65-74 years","65-74","Suicide","2",16,60590,Unreliable
"Wyoming","56","65-74 years","65-74","Non-Injury, no intent classified","9",985,60590,1625.7
"Wyoming","56","75-84 years","75-84","Unintentional","1",49,27598,177.5
"Wyoming","56","75-84 years","75-84","Suicide","2",13,27598,Unreliable
"Wyoming","56","75-84 years","75-84","Non-Injury, no intent classified","9",1170,27598,4239.4
"Wyoming","56","85+ years","85+","Unintentional","1",66,10991,600.5
"Wyoming","56","85+ years","85+","Non-Injury, no intent classified","9",1406,10991,12792.3
