state,kind,age,deaths,population
Alaska,Homicides,Not Stated,Suppressed,Not Applicable
Alaska,Influenza Pneumonia,1-4 years,Suppressed,41102
Alaska,Influenza Pneumonia,15-24 years,Suppressed,96393
Alaska,Influenza Pneumonia,25-34 years,Suppressed,117588
Alaska,Influenza Pneumonia,35-44 years,Suppressed,95765
Alaska,Influenza Pneumonia,45-54 years,Suppressed,85130
Alaska,Influenza Pneumonia,5-14 years,Suppressed,100662
Alaska,Influenza Pneumonia,55-64 years,Suppressed,93339
Alaska,Influenza Pneumonia,65-74 years,Suppressed,61300
Alaska,Influenza Pneumonia,75-84 years,Suppressed,23107
Alaska,Influenza Pneumonia,85+ years,Suppressed,7181
Alaska,Influenza Pneumonia,< 1 year,Suppressed,9978
Alaska,Influenza Pneumonia,All Ages,Suppressed,731545
Alaska,Influenza Pneumonia,Not Stated,Suppressed,Not Applicable
Alaska,Liver Disease,1-4 years,Suppressed,41102
Alaska,Liver Disease,15-24 years,Suppressed,96393
Alaska,Liver Disease,25-34 years,Suppressed,117588
Alaska,Liver Disease,35-44 years,Suppressed,95765
Alaska,Liver Disease,45-54 years,Suppressed,85130
Alaska,Liver Disease,5-14 years,Suppressed,100662
Alaska,Liver Disease,55-64 years,Suppressed,93339
Alaska,Liver Disease,65-74 years,Suppressed,61300
Alaska,Liver Disease,75-84 years,Suppressed,23107
Alaska,Liver Disease,85+ years,Suppressed,7181
Alaska,Liver Disease,< 1 year,Suppressed,9978
Alaska,Liver Disease,All Ages,Suppressed,731545
Alaska,Liver Disease,Not Stated,Suppressed,Not Applicable
Alaska,Poisoning Accidents,1-4 years,Suppressed,41102
Alaska,Poisoning Accidents,15-24 years,Suppressed,96393
Alaska,Poisoning Accidents,25-34 years,52,117588
Alaska,Poisoning Accidents,35-44 years,39,95765
Alaska,Poisoning Accidents,45-54 years,23,85130
Alaska,Poisoning Accidents,5-14 years,Suppressed,100662
Alaska,Poisoning Accidents,55-64 years,20,93339
Alaska,Poisoning Accidents,65-74 years,Suppressed,61300
Alaska,Poisoning Accidents,75-84 years,Suppressed,23107
Alaska,Poisoning Accidents,85+ years,Suppressed,7181
Alaska,Poisoning Accidents,< 1 year,Suppressed,9978
Alaska,Poisoning Accidents,All Ages,149,731545
Alaska,Poisoning Accidents,Not Stated,Suppressed,Not Applicable
Alaska,Respiratory Clrd Disease,1-4 years,Suppressed,41102
Alaska,Respiratory Clrd Disease,15-24 years,Suppressed,96393
Alaska,Respiratory Clrd Disease,25-34 years,Suppressed,117588
Alaska,Respiratory Clrd Disease,35-44 years,Suppressed,95765
Alaska,Respiratory Clrd Disease,45-54 years,Suppressed,85130
Alaska,Respiratory Clrd Disease,5-14 years,Suppressed,100662
Alaska,Respiratory Clrd Disease,55-64 years,Suppressed,93339
Alaska,Respiratory Clrd Disease,65-74 years,Suppressed,61300
Alaska,Respiratory Clrd Disease,75-84 years,Suppressed,23107
Alaska,Respiratory Clrd Disease,85+ years,Suppressed,7181
Alaska,Respiratory Clrd Disease,< 1 year,Suppressed,9978
Alaska,Respiratory Clrd Disease,All Ages,Suppressed,731545
Alaska,Respiratory Clrd Disease,Not Stated,Suppressed,Not Applicable
Alaska,Suffocation Accidents,1-4 years,Suppressed,41102
Alaska,Suffocation Accidents,15-24 years,Suppressed,96393
Alaska,Suffocation Accidents,25-34 years,Suppressed,117588
Alaska,Suffocation Accidents,35-44 years,Suppressed,95765
Alaska,Suffocation Accidents,45-54 years,Suppressed,85130
Alaska,Suffocation Accidents,5-14 years,Suppressed,100662
Alaska,Suffocation Accidents,55-64 years,Suppressed,93339
Alaska,Suffocation Accidents,65-74 years,Suppressed,61300
Alaska,Suffocation Accidents,75-84 years,Suppressed,23107
Alaska,Suffocation Accidents,85+ years,Suppressed,7181
Alaska,Suffocation Accidents,< 1 year,Suppressed,9978
Alaska,Suffocation Accidents,All Ages,25,731545
Alaska,Suffocation Accidents,Not Stated,Suppressed,Not Applicable
Alaska,Suicides,1-4 years,Suppressed,41102
Alaska,Suicides,15-24 years,54,96393
Alaska,Suicides,25-34 years,51,117588
Alaska,Suicides,35-44 years,30,95765
Alaska,Suicides,45-54 years,26,85130
Alaska,Suicides,5-14 years,Suppressed,100662
Alaska,Suicides,55-64 years,26,93339
Alaska,Suicides,65-74 years,12,61300
Alaska,Suicides,75-84 years,Suppressed,23107
Alaska,Suicides,85+ years,Suppressed,7181
Alaska,Suicides,< 1 year,Suppressed,9978
Alaska,Suicides,All Ages,210,731545
Alaska,Suicides,Not Stated,Suppressed,Not Applicable
Alaska,all accidents,1-4 years,Suppressed,41102
Alaska,all accidents,15-24 years,33,96393
Alaska,all accidents,25-34 years,86,117588
Alaska,all accidents,35-44 years,73,95765
Alaska,all accidents,45-54 years,51,85130
Alaska,all accidents,5-14 years,Suppressed,100662
Alaska,all accidents,55-64 years,69,93339
Alaska,all accidents,65-74 years,34,61300
Alaska,all accidents,75-84 years,42,23107
Alaska,all accidents,85+ years,31,7181
Alaska,all accidents,< 1 year,Suppressed,9978
Alaska,all accidents,Not Stated,Suppressed,Not Applicable
Alaska,all deaths,1-4 years,18,41102
Alaska,all deaths,15-24 years,125,96393
Alaska,all deaths,25-34 years,227,117588
Alaska,all deaths,35-44 years,242,95765
Alaska,all deaths,45-54 years,335,85130
Alaska,all deaths,5-14 years,22,100662
Alaska,all deaths,55-64 years,769,93339
Alaska,all deaths,65-74 years,1022,61300
Alaska,all deaths,75-84 years,979,23107
Alaska,all deaths,85+ years,826,7181
Alaska,all deaths,< 1 year,48,9978
Alaska,all deaths,All Ages,4613,731545
Alaska,all deaths,Not Stated,Suppressed,Not Applicable
Alaska,all diseases,1-4 years,11,41102
Alaska,all diseases,15-24 years,20,96393
Alaska,all diseases,25-34 years,59,117588
Alaska,all diseases,35-44 years,117,95765
Alaska,all diseases,45-54 years,238,85130
Alaska,all diseases,5-14 years,10,100662
Alaska,all diseases,55-64 years,665,93339
Alaska,all diseases,65-74 years,973,61300
Alaska,all diseases,75-84 years,933,23107
Alaska,all diseases,85+ years,793,7181
Alaska,all diseases,< 1 year,42,9978
Alaska,all diseases,Not Stated,Suppressed,Not Applicable
Arizona,Alzheimers Disease,1-4 years,Suppressed,347859
Arizona,Alzheimers Disease,15-24 years,Suppressed,973547
Arizona,Alzheimers Disease,25-34 years,Suppressed,1007093
Arizona,Alzheimers Disease,35-44 years,Suppressed,896027
Arizona,Alzheimers Disease,45-54 years,Suppressed,852090
Arizona,Alzheimers Disease,5-14 years,Suppressed,930745
Arizona,Alzheimers Disease,55-64 years,Suppressed,880794
Arizona,Alzheimers Disease,65-74 years,Suppressed,751699
Arizona,Alzheimers Disease,75-84 years,Suppressed,411197
Arizona,Alzheimers Disease,85+ years,Suppressed,145737
Arizona,Alzheimers Disease,< 1 year,Suppressed,81929
Arizona,Alzheimers Disease,All Ages,Suppressed,7278717
Arizona,Alzheimers Disease,Not Stated,Suppressed,Not Applicable
Arizona,Cancer,1-4 years,Suppressed,347859
Arizona,Cancer,15-24 years,Suppressed,973547
Arizona,Cancer,25-34 years,Suppressed,1007093
Arizona,Cancer,35-44 years,Suppressed,896027
Arizona,Cancer,45-54 years,Suppressed,852090
Arizona,Cancer,5-14 years,Suppressed,930745
Arizona,Cancer,55-64 years,Suppressed,880794
Arizona,Cancer,65-74 years,Suppressed,751699
Arizona,Cancer,75-84 years,Suppressed,411197
Arizona,Cancer,85+ years,Suppressed,145737
Arizona,Cancer,< 1 year,Suppressed,81929
Arizona,Cancer,All Ages,Suppressed,7278717
Arizona,Cancer,Not Stated,Suppressed,Not Applicable
Arizona,Car accidents,1-4 years,Suppressed,347859
Arizona,Car accidents,15-24 years,152,973547
Arizona,Car accidents,25-34 years,152,1007093
Arizona,Car accidents,35-44 years,140,896027
Arizona,Car accidents,45-54 years,116,852090
Arizona,Car accidents,5-14 years,24,930745
Arizona,Car accidents,55-64 years,138,880794
Arizona,Car accidents,65-74 years,105,751699
Arizona,Car accidents,75-84 years,68,411197
Arizona,Car accidents,85+ years,41,145737
Arizona,Car accidents,< 1 year,Suppressed,81929
Arizona,Car accidents,All Ages,945,7278717
Arizona,Car accidents,Not Stated,Suppressed,Not Applicable
Arizona,Cerebrovascular Diseases,1-4 years,Suppressed,347859
Arizona,Cerebrovascular Diseases,15-24 years,Suppressed,973547
Arizona,Cerebrovascular Diseases,25-34 years,Suppressed,1007093
Arizona,Cerebrovascular Diseases,35-44 years,Suppressed,896027
Arizona,Cerebrovascular Diseases,45-54 years,Suppressed,852090
Arizona,Cerebrovascular Diseases,5-14 years,Suppressed,930745
Arizona,Cerebrovascular Diseases,55-64 years,Suppressed,880794
Arizona,Cerebrovascular Diseases,65-74 years,Suppressed,751699
Arizona,Cerebrovascular Diseases,75-84 years,Suppressed,411197
Arizona,Cerebrovascular Diseases,85+ years,Suppressed,145737
Arizona,Cerebrovascular Diseases,< 1 year,Suppressed,81929
Arizona,Cerebrovascular Diseases,All Ages,Suppressed,7278717
Arizona,Cerebrovascular Diseases,Not Stated,Suppressed,Not Applicable
Arizona,Diabetes Disease,1-4 years,Suppressed,347859
Arizona,Diabetes Disease,15-24 years,Suppressed,973547
Arizona,Diabetes Disease,25-34 years,Suppressed,1007093
Arizona,Diabetes Disease,35-44 years,Suppressed,896027
Arizona,Diabetes Disease,45-54 years,Suppressed,852090
Arizona,Diabetes Disease,5-14 years,Suppressed,930745
Arizona,Diabetes Disease,55-64 years,Suppressed,880794
Arizona,Diabetes Disease,65-74 years,Suppressed,751699
Arizona,Diabetes Disease,75-84 years,Suppressed,411197
Arizona,Diabetes Disease,85+ years,Suppressed,145737
Arizona,Diabetes Disease,< 1 year,Suppressed,81929
Arizona,Diabetes Disease,All Ages,Suppressed,7278717
Arizona,Diabetes Disease,Not Stated,Suppressed,Not Applicable
Arizona,Drowning Accidents,1-4 years,Suppressed,347859
Arizona,Drowning Accidents,15-24 years,11,973547
Arizona,Drowning Accidents,25-34 years,11,1007093
Arizona,Drowning Accidents,35-44 years,Suppressed,896027
Arizona,Drowning Accidents,45-54 years,17,852090
Arizona,Drowning Accidents,5-14 years,Suppressed,930745
Arizona,Drowning Accidents,55-64 years,19,880794
Arizona,Drowning Accidents,65-74 years,17,751699
Arizona,Drowning Accidents,75-84 years,Suppressed,411197
Arizona,Drowning Accidents,85+ years,Suppressed,145737
Arizona,Drowning Accidents,< 1 year,Suppressed,81929
Arizona,Drowning Accidents,All Ages,101,7278717
Arizona,Drowning Accidents,Not Stated,Suppressed,Not Applicable
Arizona,Heart Diseases,1-4 years,Suppressed,347859
Arizona,Heart Diseases,15-24 years,Suppressed,973547
Arizona,Heart Diseases,25-34 years,Suppressed,1007093
Arizona,Heart Diseases,35-44 years,Suppressed,896027
Arizona,Heart Diseases,45-54 years,Suppressed,852090
Arizona,Heart Diseases,5-14 years,Suppressed,930745
Arizona,Heart Diseases,55-64 years,Suppressed,880794
Arizona,Heart Diseases,65-74 years,Suppressed,751699
Arizona,Heart Diseases,75-84 years,Suppressed,411197
Arizona,Heart Diseases,85+ years,Suppressed,145737
Arizona,Heart Diseases,< 1 year,Suppressed,81929
Arizona,Heart Diseases,All Ages,Suppressed,7278717
Arizona,Heart Diseases,Not Stated,Suppressed,Not Applicable
Arizona,Homicides,1-4 years,Suppressed,347859
Arizona,Homicides,15-24 years,93,973547
Arizona,Homicides,25-34 years,108,1007093
Arizona,Homicides,35-44 years,71,896027
Arizona,Homicides,45-54 years,44,852090
Arizona,Homicides,5-14 years,15,930745
Arizona,Homicides,55-64 years,37,880794
Arizona,Homicides,65-74 years,20,751699
Arizona,Homicides,75-84 years,11,411197
Arizona,Homicides,85+ years,Suppressed,145737
Arizona,Homicides,< 1 year,Suppressed,81929
Arizona,Homicides,All Ages,414,7278717
Arizona,Homicides,Not Stated,Suppressed,Not Applicable
Arizona,Influenza Pneumonia,1-4 years,Suppressed,347859
Arizona,Influenza Pneumonia,15-24 years,Suppressed,973547
Arizona,Influenza Pneumonia,25-34 years,Suppressed,1007093
Arizona,Influenza Pneumonia,35-44 years,Suppressed,896027
Arizona,Influenza Pneumonia,45-54 years,Suppressed,852090
Arizona,Influenza Pneumonia,5-14 years,Suppressed,930745
Arizona,Influenza Pneumonia,55-64 years,Suppressed,880794
Arizona,Influenza Pneumonia,65-74 years,Suppressed,751699
Arizona,Influenza Pneumonia,75-84 years,Suppressed,411197
Arizona,Influenza Pneumonia,85+ years,Suppressed,145737
Arizona,Influenza Pneumonia,< 1 year,Suppressed,81929
Arizona,Influenza Pneumonia,All Ages,Suppressed,7278717
Arizona,Influenza Pneumonia,Not Stated,Suppressed,Not Applicable
Arizona,Liver Disease,1-4 years,Suppressed,347859
Arizona,Liver Disease,15-24 years,Suppressed,973547
Arizona,Liver Disease,25-34 years,Suppressed,1007093
Arizona,Liver Disease,35-44 years,Suppressed,896027
Arizona,Liver Disease,45-54 years,Suppressed,852090
Arizona,Liver Disease,5-14 years,Suppressed,930745
Arizona,Liver Disease,55-64 years,Suppressed,880794
Arizona,Liver Disease,65-74 years,Suppressed,751699
Arizona,Liver Disease,75-84 years,Suppressed,411197
Arizona,Liver Disease,85+ years,Suppressed,145737
Arizona,Liver Disease,< 1 year,Suppressed,81929
Arizona,Liver Disease,All Ages,Suppressed,7278717
Arizona,Liver Disease,Not Stated,Suppressed,Not Applicable
Arizona,Poisoning Accidents,1-4 years,Suppressed,347859
Arizona,Poisoning Accidents,15-24 years,255,973547
Arizona,Poisoning Accidents,25-34 years,398,1007093
Arizona,Poisoning Accidents,35-44 years,387,896027
Arizona,Poisoning Accidents,45-54 years,354,852090
Arizona,Poisoning Accidents,5-14 years,Suppressed,930745
Arizona,Poisoning Accidents,55-64 years,325,880794
Arizona,Poisoning Accidents,65-74 years,79,751699
Arizona,Poisoning Accidents,75-84 years,Suppressed,411197
Arizona,Poisoning Accidents,85+ years,Suppressed,145737
Arizona,Poisoning Accidents,< 1 year,Suppressed,81929
Arizona,Poisoning Accidents,All Ages,1811,7278717
Arizona,Poisoning Accidents,Not Stated,Suppressed,Not Applicable
Arizona,Respiratory Clrd Disease,1-4 years,Suppressed,347859
Arizona,Respiratory Clrd Disease,15-24 years,Suppressed,973547
Arizona,Respiratory Clrd Disease,25-34 years,Suppressed,1007093
Arizona,Respiratory Clrd Disease,35-44 years,Suppressed,896027
Arizona,Respiratory Clrd Disease,45-54 years,Suppressed,852090
Arizona,Respiratory Clrd Disease,5-14 years,Suppressed,930745
Arizona,Respiratory Clrd Disease,55-64 years,Suppressed,880794
Arizona,Respiratory Clrd Disease,65-74 years,Suppressed,751699
Arizona,Respiratory Clrd Disease,75-84 years,Suppressed,411197
Arizona,Respiratory Clrd Disease,85+ years,Suppressed,145737
Arizona,Respiratory Clrd Disease,< 1 year,Suppressed,81929
Arizona,Respiratory Clrd Disease,All Ages,Suppressed,7278717
Arizona,Respiratory Clrd Disease,Not Stated,Suppressed,Not Applicable
Arizona,Suffocation Accidents,1-4 years,Suppressed,347859
Arizona,Suffocation Accidents,15-24 years,Suppressed,973547
Arizona,Suffocation Accidents,25-34 years,Suppressed,1007093
Arizona,Suffocation Accidents,35-44 years,Suppressed,896027
Arizona,Suffocation Accidents,45-54 years,Suppressed,852090
Arizona,Suffocation Accidents,5-14 years,Suppressed,930745
Arizona,Suffocation Accidents,55-64 years,20,880794
Arizona,Suffocation Accidents,65-74 years,14,751699
Arizona,Suffocation Accidents,75-84 years,20,411197
Arizona,Suffocation Accidents,85+ years,20,145737
Arizona,Suffocation Accidents,< 1 year,17,81929
Arizona,Suffocation Accidents,All Ages,116,7278717
Arizona,Suffocation Accidents,Not Stated,Suppressed,Not Applicable
Arizona,Suicides,1-4 years,Suppressed,347859
Arizona,Suicides,15-24 years,153,973547
Arizona,Suicides,25-34 years,259,1007093
Arizona,Suicides,35-44 years,188,896027
Arizona,Suicides,45-54 years,236,852090
Arizona,Suicides,5-14 years,15,930745
Arizona,Suicides,55-64 years,226,880794
Arizona,Suicides,65-74 years,156,751699
Arizona,Suicides,75-84 years,125,411197
Arizona,Suicides,85+ years,61,145737
Arizona,Suicides,< 1 year,Suppressed,81929
Arizona,Suicides,All Ages,1419,7278717
Arizona,Suicides,Not Stated,Suppressed,Not Applicable
Arizona,all accidents,1-4 years,25,347859
Arizona,all accidents,15-24 years,450,973547
Arizona,all accidents,25-34 years,610,1007093
Arizona,all accidents,35-44 years,610,896027
Arizona,all accidents,45-54 years,577,852090
Arizona,all accidents,5-14 years,35,930745
Arizona,all accidents,55-64 years,661,880794
Arizona,all accidents,65-74 years,431,751699
Arizona,all accidents,75-84 years,515,411197
Arizona,all accidents,85+ years,623,145737
Arizona,all accidents,< 1 year,21,81929
Arizona,all accidents,Not Stated,Suppressed,Not Applicable
Arizona,all deaths,1-4 years,81,347859
Arizona,all deaths,15-24 years,845,973547
Arizona,all deaths,25-34 years,1510,1007093
Arizona,all deaths,35-44 years,1929,896027
Arizona,all deaths,45-54 years,3389,852090
Arizona,all deaths,5-14 years,143,930745
Arizona,all deaths,55-64 years,7462,880794
Arizona,all deaths,65-74 years,11959,751699
Arizona,all deaths,75-84 years,15418,411197
Arizona,all deaths,85+ years,17069,145737
Arizona,all deaths,< 1 year,429,81929
Arizona,all deaths,All Ages,60236,7278717
